timestamp,fish_id,lat,lon,depth_m,water_temp_c,dissolved_oxygen_mgl,ph,turbidity_ntu,salinity_ppt,battery_pct
2024-01-01T06:10:00Z,fish-01,32.690967,-117.161667,2.79,16.26,9.47,8.1,8.3,33.08,99.1
2024-01-01T06:20:00Z,fish-01,32.693372,-117.160744,2.91,16.76,9.83,7.99,11.09,32.99,99.0
2024-01-01T06:30:00Z,fish-01,32.692225,-117.159386,3.49,16.62,9.43,8.01,11.58,32.61,99.3
2024-01-01T06:40:00Z,fish-01,32.692435,-117.161257,3.3,17.21,9.57,8.06,7.6,32.53,100.0
2024-01-01T06:50:00Z,fish-01,32.690338,-117.161606,2.86,17.36,9.23,7.99,9.82,32.49,100.0
2024-01-01T07:00:00Z,fish-01,32.691954,-117.161658,2.68,16.93,9.71,7.92,8.02,32.37,100.0
2024-01-01T07:10:00Z,fish-01,32.691405,-117.161284,3.11,17.19,9.35,7.99,7.62,32.44,100.0
2024-01-01T07:20:00Z,fish-01,32.69314,-117.162246,3.65,16.86,9.17,7.91,11.63,32.13,99.1
2024-01-01T07:30:00Z,fish-01,32.693477,-117.161308,3.56,17.59,9.27,8.01,8.22,32.41,99.4
2024-01-01T07:40:00Z,fish-01,32.690424,-117.160987,3.32,17.52,9.92,8.1,8.44,32.05,99.0
2024-01-01T07:50:00Z,fish-01,32.69257,-117.161239,3.69,17.97,9.8,7.88,8.43,31.56,99.6
2024-01-01T08:00:00Z,fish-01,32.693807,-117.161002,4.12,18.06,9.38,7.85,8.15,32.04,99.5
2024-01-01T08:10:00Z,fish-01,32.692592,-117.161036,3.81,17.15,9.42,8.0,8.9,31.57,98.8
2024-01-01T08:20:00Z,fish-01,32.6936,-117.163253,3.56,17.87,9.37,7.92,8.93,31.9,98.9
2024-01-01T08:30:00Z,fish-01,32.693315,-117.160855,4.1,17.94,9.36,8.0,8.92,31.69,98.8
2024-01-01T08:40:00Z,fish-01,32.693398,-117.162175,3.17,18.02,9.23,8.03,12.88,31.41,99.0
2024-01-01T08:50:00Z,fish-01,32.692877,-117.162611,3.55,18.4,9.28,7.79,8.81,31.46,99.1
2024-01-01T09:00:00Z,fish-01,32.692024,-117.162632,3.57,19.01,9.06,8.07,8.09,31.61,99.3
2024-01-01T09:10:00Z,fish-01,32.692211,-117.161106,3.06,19.29,8.83,7.88,8.48,31.56,99.5
2024-01-01T09:20:00Z,fish-01,32.694134,-117.161774,3.48,18.7,8.72,8.0,10.7,31.69,99.9
2024-01-01T09:30:00Z,fish-01,32.693536,-117.163246,2.67,19.25,8.8,7.93,9.99,31.59,100.0
2024-01-01T09:40:00Z,fish-01,32.693469,-117.161099,4.67,18.94,9.25,7.94,14.32,31.53,99.9
2024-01-01T09:50:00Z,fish-01,32.693275,-117.16303,3.26,18.96,9.0,8.17,10.68,31.58,99.7
2024-01-01T10:00:00Z,fish-01,32.693485,-117.161464,4.54,18.73,9.16,8.03,8.8,31.56,99.6
2024-01-01T10:10:00Z,fish-01,32.694928,-117.161378,3.77,18.91,8.94,8.09,8.68,31.75,99.4
2024-01-01T10:20:00Z,fish-01,32.693636,-117.160745,4.05,18.57,8.79,8.02,9.95,31.78,99.8
2024-01-01T10:30:00Z,fish-01,32.692721,-117.159863,3.53,19.01,8.93,8.06,10.72,31.82,100.0
2024-01-01T10:40:00Z,fish-01,32.694896,-117.163023,3.89,19.09,8.67,8.04,8.95,32.31,100.0
2024-01-01T10:50:00Z,fish-01,32.694037,-117.161725,4.13,19.22,8.62,8.03,10.48,32.01,100.0
2024-01-01T11:00:00Z,fish-01,32.694364,-117.161963,4.15,19.3,9.29,8.11,12.7,32.27,100.0
2024-01-01T11:10:00Z,fish-01,32.696029,-117.161268,4.21,19.61,8.72,8.02,11.35,31.99,100.0
2024-01-01T11:20:00Z,fish-01,32.694491,-117.161501,3.65,19.54,8.64,8.23,10.99,32.23,100.0
2024-01-01T11:30:00Z,fish-01,32.69489,-117.162084,3.61,19.07,9.47,8.1,11.97,31.91,99.7
2024-01-01T11:40:00Z,fish-01,32.693511,-117.162188,3.06,19.87,9.03,7.89,9.13,32.47,99.3
2024-01-01T11:50:00Z,fish-01,32.694559,-117.162879,4.14,19.9,8.66,7.98,9.42,32.45,99.3
2024-01-01T12:00:00Z,fish-01,32.695476,-117.160791,4.43,19.23,9.07,8.04,9.1,32.56,98.9
2024-01-01T12:10:00Z,fish-01,32.6934,-117.161335,4.71,19.37,8.84,8.0,9.39,32.87,98.5
2024-01-01T12:20:00Z,fish-01,32.695244,-117.160893,4.06,18.45,8.93,8.07,14.02,32.87,98.1
2024-01-01T12:30:00Z,fish-01,32.695232,-117.162137,3.54,19.88,8.92,8.08,9.69,32.77,98.7
2024-01-01T12:40:00Z,fish-01,32.69526,-117.1625,3.08,19.87,8.68,7.86,11.41,33.16,99.4
2024-01-01T12:50:00Z,fish-01,32.696344,-117.162939,4.46,18.99,9.03,8.13,11.65,34.04,99.4
2024-01-01T13:00:00Z,fish-01,32.695728,-117.161518,3.06,19.51,9.18,7.95,11.42,33.53,99.4
2024-01-01T13:10:00Z,fish-01,32.696959,-117.162934,3.8,18.65,9.36,7.94,11.02,33.62,99.8
2024-01-01T13:20:00Z,fish-01,32.694574,-117.160063,3.87,19.2,8.78,7.94,10.79,33.46,99.3
2024-01-01T13:30:00Z,fish-01,32.69579,-117.163237,3.96,19.13,9.11,8.08,10.6,33.55,99.4
2024-01-01T13:40:00Z,fish-01,32.695824,-117.161674,4.02,18.93,8.68,7.97,14.54,33.71,100.0
2024-01-01T13:50:00Z,fish-01,32.694757,-117.160398,4.08,19.08,9.12,7.93,9.64,34.05,100.0
2024-01-01T14:00:00Z,fish-01,32.696868,-117.161384,2.82,19.43,8.94,7.96,9.78,33.84,99.9
2024-01-01T14:10:00Z,fish-01,32.698322,-117.161826,4.04,18.6,9.21,7.82,11.08,34.46,99.8
2024-01-01T14:20:00Z,fish-01,32.696065,-117.162989,2.93,19.2,8.86,7.92,10.58,34.01,99.7
2024-01-01T14:30:00Z,fish-01,32.696672,-117.163421,4.43,18.68,9.7,7.88,10.88,34.47,99.9
2024-01-01T14:40:00Z,fish-01,32.696336,-117.161288,3.79,18.52,8.85,7.97,22.17,34.42,100.0
2024-01-01T14:50:00Z,fish-01,32.695622,-117.160571,3.0,19.23,9.24,8.07,12.92,34.72,99.0
2024-01-01T15:00:00Z,fish-01,32.694599,-117.162536,3.69,18.62,8.79,8.06,14.19,34.23,99.2
2024-01-01T15:10:00Z,fish-01,32.695798,-117.163255,3.82,18.58,9.26,8.13,10.97,35.09,98.7
2024-01-01T15:20:00Z,fish-01,32.695195,-117.164594,4.71,17.6,9.52,8.1,10.65,34.53,99.1
2024-01-01T15:30:00Z,fish-01,32.698375,-117.163137,4.23,18.2,9.22,7.95,13.07,34.74,99.1
2024-01-01T15:40:00Z,fish-01,32.696639,-117.16229,4.31,18.0,9.1,8.0,13.5,34.57,99.1
2024-01-01T15:50:00Z,fish-01,32.69649,-117.160598,4.74,17.53,9.41,8.0,11.86,34.27,99.2
2024-01-01T16:00:00Z,fish-01,32.697808,-117.161544,4.11,17.73,9.4,7.78,14.84,34.3,98.9
2024-01-01T16:10:00Z,fish-01,32.695879,-117.161933,4.55,18.03,9.78,7.88,17.21,34.42,98.6
2024-01-01T16:20:00Z,fish-01,32.696316,-117.162659,4.52,17.13,9.21,7.98,11.69,34.21,99.0
2024-01-01T16:30:00Z,fish-01,32.697232,-117.162863,3.55,17.72,9.15,7.98,10.97,34.34,98.7
2024-01-01T16:40:00Z,fish-01,32.698274,-117.160896,4.94,16.31,9.76,8.05,11.98,34.42,98.1
2024-01-01T16:50:00Z,fish-01,32.697828,-117.162122,3.51,17.14,9.39,8.05,19.69,34.43,98.4
2024-01-01T17:00:00Z,fish-01,32.697655,-117.164447,4.69,17.15,9.43,7.82,11.32,34.42,98.6
2024-01-01T17:10:00Z,fish-01,32.697566,-117.16304,3.48,17.1,9.8,8.05,12.6,33.99,98.5
2024-01-01T17:20:00Z,fish-01,32.697968,-117.163247,4.55,16.57,8.76,8.02,13.1,33.81,98.6
2024-01-01T17:30:00Z,fish-01,32.697849,-117.162957,5.19,16.42,9.46,8.06,11.27,33.45,98.7
2024-01-01T17:40:00Z,fish-01,32.696697,-117.161871,4.16,17.17,8.93,8.11,12.61,33.21,99.0
2024-01-01T17:50:00Z,fish-01,32.697852,-117.162564,4.15,16.61,9.24,7.99,11.64,33.55,99.4
2024-01-01T18:00:00Z,fish-01,32.696811,-117.162556,4.6,16.52,10.34,8.12,14.79,33.7,99.6
2024-01-01T18:10:00Z,fish-01,32.698044,-117.161189,4.14,16.09,9.91,7.91,13.5,33.35,100.0
2024-01-01T18:20:00Z,fish-01,32.69756,-117.163222,5.22,14.85,10.32,7.91,14.55,33.29,100.0
2024-01-01T18:30:00Z,fish-01,32.700658,-117.160685,4.42,15.88,9.76,8.04,11.54,32.87,100.0
2024-01-01T18:40:00Z,fish-01,32.698156,-117.163244,4.17,15.73,10.04,7.96,11.22,32.86,100.0
2024-01-01T18:50:00Z,fish-01,32.696869,-117.162507,4.07,16.19,9.17,8.03,15.0,33.06,99.2
2024-01-01T19:00:00Z,fish-01,32.698216,-117.162901,3.89,15.64,10.15,8.2,12.23,32.79,98.5
2024-01-01T19:10:00Z,fish-01,32.698946,-117.162521,4.05,15.51,9.63,8.04,11.7,32.48,98.7
2024-01-01T19:20:00Z,fish-01,32.700176,-117.162224,4.2,15.34,9.75,8.02,11.55,32.59,98.5
2024-01-01T19:30:00Z,fish-01,32.697989,-117.162259,4.14,14.66,10.24,7.91,12.86,32.36,98.3
2024-01-01T19:40:00Z,fish-01,32.697072,-117.163471,4.07,15.53,9.96,7.83,11.78,32.45,98.5
2024-01-01T19:50:00Z,fish-01,32.699546,-117.163866,5.46,14.52,10.14,7.99,13.18,32.22,98.9
2024-01-01T20:00:00Z,fish-01,32.697423,-117.160265,3.9,14.98,9.6,8.11,14.16,31.96,99.0
2024-01-01T20:10:00Z,fish-01,32.698442,-117.163277,4.5,14.3,10.2,7.97,13.14,31.89,98.8
2024-01-01T20:20:00Z,fish-01,32.698695,-117.162119,4.74,15.21,10.24,8.04,16.34,31.57,99.8
2024-01-01T20:30:00Z,fish-01,32.698957,-117.164452,4.76,14.07,10.07,8.14,12.05,31.45,99.7
2024-01-01T20:40:00Z,fish-01,32.699789,-117.163149,4.43,14.72,10.46,8.14,13.12,31.61,100.0
2024-01-01T20:50:00Z,fish-01,32.698489,-117.163023,4.35,15.2,9.69,8.04,12.17,31.91,99.9
2024-01-01T21:00:00Z,fish-01,32.698972,-117.162449,4.71,14.48,10.13,8.02,16.03,31.68,99.3
2024-01-01T21:10:00Z,fish-01,32.699303,-117.16567,4.62,13.83,10.75,7.85,17.3,31.5,99.4
2024-01-01T21:20:00Z,fish-01,32.699539,-117.162808,4.37,14.29,9.97,7.94,12.98,31.66,100.0
2024-01-01T21:30:00Z,fish-01,32.699559,-117.164151,3.73,14.14,10.53,7.97,12.74,31.73,100.0
2024-01-01T21:40:00Z,fish-01,32.699969,-117.162703,4.29,13.58,10.95,7.91,12.72,31.38,99.9
2024-01-01T21:50:00Z,fish-01,32.700447,-117.164091,3.96,14.25,10.24,8.02,16.04,31.38,100.0
2024-01-01T22:00:00Z,fish-01,32.700067,-117.163937,4.21,13.33,10.26,8.19,14.46,32.16,99.8
2024-01-01T22:10:00Z,fish-01,32.700198,-117.163383,4.57,13.6,10.12,8.15,16.46,31.36,100.0
2024-01-01T22:20:00Z,fish-01,32.698232,-117.164189,4.74,13.24,10.83,8.02,12.51,31.47,100.0
2024-01-01T22:30:00Z,fish-01,32.699933,-117.16364,5.46,13.61,10.73,8.08,13.6,31.55,99.7
2024-01-01T22:40:00Z,fish-01,32.700432,-117.164385,4.31,13.31,10.86,7.93,14.61,31.48,99.8
2024-01-01T22:50:00Z,fish-01,32.70075,-117.165053,4.98,13.46,10.38,8.15,16.96,31.36,100.0
2024-01-01T23:00:00Z,fish-01,32.699397,-117.16223,4.75,13.42,10.71,7.84,13.42,31.83,99.8
2024-01-01T23:10:00Z,fish-01,32.699498,-117.164572,5.26,12.66,10.57,8.09,13.26,31.77,99.6
2024-01-01T23:20:00Z,fish-01,32.69965,-117.163483,4.91,13.27,10.17,8.05,17.44,32.07,99.6
2024-01-01T23:30:00Z,fish-01,32.700828,-117.16258,4.12,13.73,10.65,7.92,12.7,31.91,99.3
2024-01-01T23:40:00Z,fish-01,32.701392,-117.163977,3.78,12.61,11.09,7.98,13.96,32.44,99.8
2024-01-01T23:50:00Z,fish-01,32.700017,-117.164216,4.8,13.1,10.17,7.89,13.93,32.28,99.7
2024-01-02T00:00:00Z,fish-01,32.701398,-117.163194,4.39,13.5,10.06,7.89,13.07,32.83,99.6
2024-01-02T00:10:00Z,fish-01,32.70068,-117.162331,4.18,13.87,10.29,7.84,13.8,32.99,99.1
2024-01-02T00:20:00Z,fish-01,32.700497,-117.164648,4.04,12.8,10.84,8.08,15.41,33.2,98.7
2024-01-02T00:30:00Z,fish-01,32.700475,-117.163658,4.76,12.57,10.27,8.12,13.81,33.65,98.5
2024-01-02T00:40:00Z,fish-01,32.701497,-117.16527,5.45,13.18,10.52,7.78,13.68,33.38,98.2
2024-01-02T00:50:00Z,fish-01,32.70114,-117.163961,4.5,13.0,10.32,8.18,16.04,33.29,97.7
2024-01-02T01:00:00Z,fish-01,32.703154,-117.163563,5.01,13.19,10.66,8.0,22.01,34.08,98.1
2024-01-02T01:10:00Z,fish-01,32.700089,-117.164482,4.67,13.1,10.24,8.03,16.11,33.48,98.8
2024-01-02T01:20:00Z,fish-01,32.701522,-117.164115,4.09,13.63,10.57,7.85,16.88,34.41,98.7
2024-01-02T01:30:00Z,fish-01,32.700537,-117.165097,5.11,13.22,10.4,8.13,18.79,33.67,98.2
2024-01-02T01:40:00Z,fish-01,32.700259,-117.163642,4.2,14.05,9.96,8.02,16.47,34.04,97.8
2024-01-02T01:50:00Z,fish-01,32.701179,-117.162694,4.77,13.52,10.39,8.11,21.14,34.11,97.9
2024-01-02T02:00:00Z,fish-01,32.701388,-117.164878,4.6,14.06,9.65,8.12,16.07,34.45,97.9
2024-01-02T02:10:00Z,fish-01,32.70423,-117.164434,5.22,13.44,10.22,8.13,15.54,34.48,97.1
2024-01-02T02:20:00Z,fish-01,32.701188,-117.16334,4.25,13.48,10.48,7.94,15.78,34.78,96.1
2024-01-02T02:30:00Z,fish-01,32.700302,-117.162662,4.99,13.91,9.74,7.98,18.07,34.13,96.1
2024-01-02T02:40:00Z,fish-01,32.701764,-117.165399,4.38,13.78,9.53,7.94,15.81,34.12,96.5
2024-01-02T02:50:00Z,fish-01,32.699476,-117.164106,4.55,14.11,9.52,8.09,16.42,34.7,97.0
2024-01-02T03:00:00Z,fish-01,32.701517,-117.163686,3.0,15.09,10.38,8.03,14.09,34.95,96.7
2024-01-02T03:10:00Z,fish-01,32.701683,-117.164103,5.87,13.63,10.32,8.11,18.53,34.74,97.3
2024-01-02T03:20:00Z,fish-01,32.70252,-117.166509,5.11,14.37,10.0,8.11,14.88,34.64,97.1
2024-01-02T03:30:00Z,fish-01,32.702756,-117.163564,4.46,14.43,10.43,7.83,14.09,34.71,96.5
2024-01-02T03:40:00Z,fish-01,32.701336,-117.162578,4.29,14.82,9.92,8.14,17.0,34.17,97.4
2024-01-02T03:50:00Z,fish-01,32.701745,-117.164013,4.61,15.03,10.07,8.1,14.71,34.35,96.6
2024-01-02T04:00:00Z,fish-01,32.701186,-117.165193,5.23,14.49,10.14,7.96,14.29,34.35,96.5
2024-01-02T04:10:00Z,fish-01,32.70088,-117.164708,3.93,14.84,9.9,8.03,14.52,34.27,96.2
2024-01-02T04:20:00Z,fish-01,32.702373,-117.162457,4.82,14.69,10.17,7.99,14.04,34.32,96.3
2024-01-02T04:30:00Z,fish-01,32.700844,-117.16335,5.78,14.85,10.27,8.06,14.21,34.13,96.8
2024-01-02T04:40:00Z,fish-01,32.701758,-117.163653,4.34,15.24,9.88,7.96,15.86,33.96,95.9
2024-01-02T04:50:00Z,fish-01,32.701231,-117.16397,4.95,15.54,9.73,8.05,18.13,33.73,95.6
2024-01-02T05:00:00Z,fish-01,32.70283,-117.165021,6.02,15.17,9.86,8.01,15.34,33.83,96.0
2024-01-02T05:10:00Z,fish-01,32.704135,-117.164594,5.24,15.6,9.16,7.96,16.16,33.49,95.6
2024-01-02T05:20:00Z,fish-01,32.701084,-117.164505,5.0,15.58,9.94,8.02,17.56,33.62,94.8
2024-01-02T05:30:00Z,fish-01,32.700585,-117.163911,5.2,16.1,9.36,8.27,15.17,33.59,94.6
2024-01-02T05:40:00Z,fish-01,32.702365,-117.162986,4.75,15.91,9.96,7.93,16.45,33.27,94.2
2024-01-02T05:50:00Z,fish-01,32.702557,-117.16341,5.61,16.44,9.61,7.98,15.24,33.43,94.6
2024-01-02T06:00:00Z,fish-01,32.702811,-117.165982,4.77,16.09,9.76,7.93,16.48,33.36,94.6
2024-01-02T06:10:00Z,fish-01,32.702196,-117.164373,3.99,16.43,9.85,7.94,14.95,32.93,94.3
2024-01-02T06:20:00Z,fish-01,32.702492,-117.163894,4.79,16.31,9.39,8.08,22.12,32.82,94.7
2024-01-02T06:30:00Z,fish-01,32.70311,-117.164047,4.51,16.96,9.62,8.07,14.71,32.92,94.7
2024-01-02T06:40:00Z,fish-01,32.703832,-117.165329,4.86,16.66,9.67,8.0,16.0,32.45,94.0
2024-01-02T06:50:00Z,fish-01,32.700885,-117.161821,4.87,17.18,9.4,8.1,15.31,32.31,93.7
2024-01-02T07:00:00Z,fish-01,32.70252,-117.166047,5.61,17.01,9.22,8.08,16.52,32.34,93.4
2024-01-02T07:10:00Z,fish-01,32.70315,-117.165888,5.37,17.06,9.66,7.98,15.84,32.29,94.4
2024-01-02T07:20:00Z,fish-01,32.702066,-117.164606,5.16,16.68,9.79,7.85,15.5,32.08,94.3
2024-01-02T07:30:00Z,fish-01,32.704762,-117.162758,5.03,16.6,9.64,8.08,15.38,32.2,93.6
2024-01-02T07:40:00Z,fish-01,32.702442,-117.165746,4.51,17.33,9.1,8.02,15.25,31.71,93.5
2024-01-02T07:50:00Z,fish-01,32.703082,-117.165211,3.96,18.08,9.07,8.0,17.95,31.99,93.9
2024-01-02T08:00:00Z,fish-01,32.703725,-117.163903,5.11,17.62,9.33,7.95,15.44,31.71,93.8
2024-01-02T08:10:00Z,fish-01,32.702623,-117.165034,5.46,16.86,9.74,8.07,17.95,32.06,94.3
2024-01-02T08:20:00Z,fish-01,32.701413,-117.165386,5.02,18.25,8.71,8.03,16.35,31.86,94.7
2024-01-02T08:30:00Z,fish-01,32.702875,-117.164522,4.81,18.08,9.06,7.98,15.21,31.65,95.0
2024-01-02T08:40:00Z,fish-01,32.704377,-117.164851,5.32,17.74,9.19,7.88,15.47,31.57,95.4
2024-01-02T08:50:00Z,fish-01,32.703054,-117.164129,5.05,18.44,9.11,8.11,19.61,31.44,96.0
2024-01-02T09:00:00Z,fish-01,32.702588,-117.163904,5.94,17.53,8.98,8.06,17.03,30.98,96.5
2024-01-02T09:10:00Z,fish-01,32.704402,-117.164925,5.72,17.69,9.26,8.03,15.64,31.53,95.9
2024-01-02T09:20:00Z,fish-01,32.703188,-117.164976,5.59,18.29,9.08,7.73,17.7,31.73,95.4
2024-01-02T09:30:00Z,fish-01,32.70305,-117.16509,5.5,18.47,8.82,8.0,18.78,31.32,95.7
2024-01-02T09:40:00Z,fish-01,32.703751,-117.164852,4.48,19.04,8.95,7.98,16.15,31.36,95.2
2024-01-02T09:50:00Z,fish-01,32.704413,-117.165322,5.46,19.14,8.8,7.94,17.02,31.58,94.6
2024-01-02T10:00:00Z,fish-01,32.706064,-117.165415,5.33,18.36,9.31,8.08,16.13,31.34,95.1
2024-01-02T10:10:00Z,fish-01,32.704549,-117.164254,5.45,18.58,8.84,8.07,15.64,31.5,94.8
2024-01-02T10:20:00Z,fish-01,32.704921,-117.163972,5.4,18.91,9.05,8.04,16.53,31.61,95.2
2024-01-02T10:30:00Z,fish-01,32.703294,-117.167032,5.38,18.67,8.84,8.1,18.34,31.79,95.5
2024-01-02T10:40:00Z,fish-01,32.702813,-117.165552,6.51,18.25,9.01,7.9,16.82,32.26,95.5
2024-01-02T10:50:00Z,fish-01,32.703939,-117.166288,5.13,19.82,8.88,7.95,16.67,31.92,95.9
2024-01-02T11:00:00Z,fish-01,32.704022,-117.165947,5.64,19.09,9.05,8.01,16.59,32.1,96.1
2024-01-02T11:10:00Z,fish-01,32.702873,-117.165271,4.95,19.44,8.77,7.94,16.94,32.11,96.5
2024-01-02T11:20:00Z,fish-01,32.703813,-117.165042,5.58,19.17,8.88,8.07,16.52,32.29,95.8
2024-01-02T11:30:00Z,fish-01,32.704424,-117.165861,5.66,19.04,8.55,7.95,17.69,32.37,95.7
2024-01-02T11:40:00Z,fish-01,32.70442,-117.1677,5.38,19.33,9.34,8.13,15.96,32.65,95.0
2024-01-02T11:50:00Z,fish-01,32.7046,-117.166789,6.04,18.9,9.23,7.91,19.17,32.91,94.8
2024-01-02T12:00:00Z,fish-01,32.704421,-117.164965,4.77,19.17,9.15,8.21,16.29,32.67,94.3
2024-01-02T12:10:00Z,fish-01,32.703658,-117.16864,4.97,19.08,8.5,8.2,17.96,32.75,93.8
2024-01-02T12:20:00Z,fish-01,32.703685,-117.16475,5.33,18.88,8.85,7.99,17.18,33.42,93.8
2024-01-02T12:30:00Z,fish-01,32.703033,-117.165454,5.67,19.19,8.85,8.11,19.0,33.42,94.6
2024-01-02T12:40:00Z,fish-01,32.70605,-117.164697,5.32,20.0,8.17,7.96,19.56,33.27,94.8
2024-01-02T12:50:00Z,fish-01,32.704311,-117.16625,5.88,18.21,9.46,8.1,16.56,33.58,94.9
2024-01-02T13:00:00Z,fish-01,32.704105,-117.168151,4.92,19.44,9.33,7.98,18.4,33.78,94.1
2024-01-02T13:10:00Z,fish-01,32.703432,-117.165698,4.68,18.7,9.69,7.87,16.6,33.52,95.0
2024-01-02T13:20:00Z,fish-01,32.707328,-117.164892,5.41,18.71,8.76,7.65,16.48,33.88,95.1
2024-01-02T13:30:00Z,fish-01,32.70335,-117.16528,5.22,19.23,8.98,7.97,21.58,33.83,95.6
2024-01-02T13:40:00Z,fish-01,32.704025,-117.166906,5.54,18.6,9.5,8.03,16.65,33.94,95.4
2024-01-02T13:50:00Z,fish-01,32.704899,-117.166195,5.26,18.36,9.08,8.13,16.85,34.16,95.7
2024-01-02T14:00:00Z,fish-01,32.705113,-117.166854,5.11,18.39,8.98,8.0,16.64,34.44,95.0
2024-01-02T14:10:00Z,fish-01,32.705499,-117.167179,5.25,19.0,8.44,8.1,17.67,34.28,95.1
2024-01-02T14:20:00Z,fish-01,32.706378,-117.165443,5.3,18.29,9.52,7.95,21.48,34.44,95.5
2024-01-02T14:30:00Z,fish-01,32.705104,-117.167635,5.14,18.3,9.17,7.97,17.09,34.5,96.3
2024-01-02T14:40:00Z,fish-01,32.70357,-117.16737,5.2,18.27,8.96,8.11,18.07,34.64,97.3
2024-01-02T14:50:00Z,fish-01,32.704396,-117.167619,5.1,17.51,9.46,7.75,17.61,34.54,97.7
